1,https://www.youtube.com/
2,https://www.youtube.com/about/
3,https://www.youtube.com/about/copyright/
4,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen
5,https://www.youtube.com/about/press/
6,https://www.youtube.com/about/policies/
7,https://developers.google.com/youtube
8,https://www.youtube.com/creators/
9,https://www.youtube.com/ads/
10,https://www.youtube.com/nextup/
11,https://www.youtube.com
12,https://www.youtube.com/yt/family/
13,https://www.instagram.com/youtube/
14,https://www.youtube.com/trends/
15,https://www.youtube.com/creators-for-change/
16,https://tv.youtube.com/learn/nflsundayticket
17,https://blog.youtube/press/
18,https://www.youtube.com/howyoutubeworks/
19,https://www.youtube.com/csai-match/
20,https://blog.youtube/
21,https://socialimpact.youtube.com/
22,https://www.youtube.com/t/terms
23,https://www.youtube.com/creators/podcasts/
24,https://www.youtube.com/premium/
25,https://www.youtube.com/creatorresearch/
26,https://www.youtube.com/jobs/
27,https://servicesdirectory.withyoutube.com/
28,https://vr.youtube.com/
29,https://www.google.com/policies/privacy/
30,https://studio.youtube.com/
31,https://tv.youtube.com/
32,https://support.google.com/youtube/#topic=9257498
33,https://artists.youtube.com/
34,https://www.youtube.com/channel/UCqVDpXKLmKeBU_yyt_QkItQ
35,https://twitter.com/YouTube
36,https://www.youtube.com/kids/
37,https://www.facebook.com/youtube/?ref=br_r
38,https://www.youtube.com/ads/youtube-select/
39,https://www.youtube.com/musicpremium
40,https://www.youtube.com/about/brand-resources/
41,https://support.google.com/youtube/answer/2807684?hl=en
42,https://www.youtube.com/copyright_complaint_form
43,https://support.google.com/youtube/answer/2814000?hl=en&p=c_strike_basics
44,https://support.google.com/youtube/answer/2807691?hl=en
45,https://support.google.com/youtube/answer/3376882
46,https://research.youtube
47,https://support.google.com/youtube/answer/6013276
48,https://support.google.com/youtube/answer/10623810
49,https://support.google.com/youtubecreatormusic
50,https://support.google.com/youtube/answer/2797370
51,https://support.google.com/youtube/answer/9783148?hl=en
52,https://support.google.com/youtube/answer/9245819?hl=en&ref_topic=9282364
53,https://support.google.com/youtube/answer/7648743
54,https://www.youtube.com/ads/how-it-works/set-up-a-campaign/youtube-select/
55,https://policies.google.com/privacy
56,https://twitter.com/youtubetv
57,https://blog.youtube/creator-and-artist-stories/animation-tips/
58,https://www.youtube.com/about/policies/#community-guidelines
59,https://www.youtube.com/user/YouTubeHelp
60,https://twitter.com/YouTubeInsider
61,https://twitter.com/teamyoutube
62,https://blog.youtube/news-and-events/
63,https://www.youtube.com/about/copyright/#support-and-troubleshooting
64,https://blog.youtube/creator-and-artist-stories/amazing-digital-circus/
65,https://support.google.com/youtube/community
66,https://twitter.com/youtubemusic?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
67,https://blog.youtube/creator-and-artist-stories/the-special-effect-of-brandonb/
68,https://tv.youtube.com/welcome/?zipcode=78702
